;;;;;;;;;;;;;;;;;;
"Абдулхаев Фаррух";;;;;;;;;;;;;;;;;;
"Price List";;;;;;;;;;;;;;;;;;
"03 окт 2024";;;;;;;;;;;;;;;;;;
"в„–";"Code";"Barcode";"Name";"Qty per Box";"Card Number";"Balance";"Your order";"Price Type: Акция";"Акция with margin";"Price Type: Возврат";"Возврат with margin";"Price Type: При 100% Оплате (перечисление)";"При 100% Оплате (перечисление) with margin";"Price Type: Цена договорная (перечисление)";"Цена договорная (перечисление) with margin";"Expiry Date";"Группа";"Producer"
"1406";"A9886";;"Витамикс-Классик капс.0.258мг№20";"50";"VC11";"9";;;;;;"31127";"31127";"32090";"32090";"01.05.2027";"БАД";"Pharmaxx International/Узбекистан"
"1407";"00304001001000003";;"Дефицинк саше.0.4г.№10";"50";"DZ11";"15";;;;;;"12503";"12503";"12890";"12890";"01.09.2026";"БАД";"Pharmaxx International/Узбекистан"
"1408";"A 9879";;"Мамавит-Лактация капс.0.1635мг№60";"50";"ML15";"8";;;;;;"68700";"68700";"70825";"70825";"01.01.2027";"БАД";"Pharmaxx International/Узбекистан"
"1409";"A57924";;"Лютеин-Офтальмо капс.№20";"50";"LO01";"21";;;;;;"59810";"59810";"61660";"61660";"01.06.2027";"БАД";"Pharmaxx International/Узбекистан"
"1410";"A17844";;"Ронофлор-бэби саше.№10";"50";"RB07";"16";;;;;;"32203";"32203";"33199";"33199";"01.09.2025";"БАД";"Pharmaxx International/Узбекистан"
"1411";"A17847";;"Ронофлор-Форте капс.№9";"50";"RF08";"5";;;;;;"42408";"42408";"43720";"43720";"01.09.2025";"БАД";"Pharmaxx International/Узбекистан"
"PHARVIS KOREA";;;;;;;;;;;;;;;;;;
"1412";"A34467";;"Алзак таб. 400мг №2 (Альбендазол)";"100";"22002";"19";;;;;;"15520";"15520";"16000";"16000";"01.11.2025";"НДС";"PHARVIS KOREA/Корея"
"Pierre Fabre Medicament";;;;;;;;;;;;;;;;;;
"1413";"03004937001001001";;"Остеогенон таб. №40";"100";"3GE89";"278";;;;;;"200659";"200659";"206865";"206865";"01.10.2027";"НДС";"Pierre Fabre Medicament/Франция"
"1414";"03004999020001001";;"Тардиферон таб. 80мг №30";"160";"3GDK1";"38";;;;;;"61799";"61799";"63710";"63710";"01.10.2026";"НДС";"Pierre Fabre Medicament/Франция"
"1415";"A18035";;"Эльгидиум (Antiplaque) паста против зубного налета 75мл";"90";"3G1WE";"36";;;;;;"60644";"60644";"62520";"62520";"01.02.2026";"НДС";"Pierre Fabre Medicament/Франция"
"1416";"A21977";;"Эльгидиум (SENSITIVE) паста против зубного налета 75мл";"90";"2G5K4";"77";;;;;;"61207";"61207";"63100";"63100";"01.01.2026";"БАД";"Pierre Fabre Medicament/Франция"
"1417";"A18034";;"Эльгидиум (WHITENING) паста против зубного налета 75мл";"90";"2G2G0";"54";;;;;;"61057";"61057";"62945";"62945";"01.09.2025";"НДС";"Pierre Fabre Medicament/Франция"
"Primea Limited";;;;;;;;;;;;;;;;;;
"1418";"A9686";"5060244091122";"Аллигат капс.№30 Вит.А+Е";"50";"L26622A";"18";;;;;;"132109";"132109";"136195";"136195";"01.11.2024";"БАД";"Primea Limited/Великобритания"
"1419";"A14731";;"Броцевин сироп 150мл№1";"50";"L27922A.";"6";;;;;;"120954";"120954";"124695";"124695";"01.06.2025";"БАД";"Primea Limited/Великобритания"
"1420";"A12896";;"Нованефрон таб.№30";"50";"L26224A";"73";;;;;;"130305";"130305";"134335";"134335";"01.03.2027";"БАД";"Primea Limited/Великобритания"
"1421";"A12898";;"Орниксил таб.№30";"50";"L25622A.";"21";;;;;;"226859";"226859";"233875";"233875";"01.11.2025";"БАД";"Primea Limited/Великобритания"
"1422";"A9685";;"Остеохард таб.№30 Cа+Д3+Цинк";"50";"L25823A";"83";;;;;;"138705";"138705";"142995";"142995";"01.07.2026";"БАД";"Primea Limited/Великобритания"
"1423";"A9688";;"Пробиоксин капс.№30";"48";"L27223A";"35";;;;;;"173334";"173334";"178695";"178695";"01.07.2025";"БАД";"Primea Limited/Великобритания"
"1424";"A9687";;"Саколин сироп 200мл№1";"24";"L27024A";"15";;;;;;"129160";"129160";"133155";"133155";"01.08.2026";"БАД";"Primea Limited/Великобритания"
"1425";"A9684";;"Ферниксил таб.№30 Вит.С+В12+Фолив.к.та";"50";"L26023A.";"13";;;;;;"113291";"113291";"116795";"116795";"01.11.2026";"БАД";"Primea Limited/Великобритания"
"1426";"A9689";;"Церебровин таб.№30 ГинкгоБил.+Вит.комп.";"50";"L25223A";"6";;;;;;"219317";"219317";"226100";"226100";"01.11.2025";"БАД";"Primea Limited/Великобритания"
"PRO.MED.CS  Praha a. s.";;;;;;;;;;;;;;;;;;
"1427";"03004554005003002";"8595026401075";"Амбросан таб.30мг№20";"216";"2030223";"100";;;;;;"17624";"17624";"18169";"18169";"01.02.2026";"НДС";"PRO.MED.CS  Praha a. s./Чехия"
"1428";"03004154004013003";;"Индап кап. 2,5 мг №30";"216";"0100523";"52";;;;;;"33366";"33366";"34398";"34398";"01.05.2028";"НДС";"PRO.MED.CS  Praha a. s./Чехия"
"1429";"03004025008001003";;"Итомед таб.50мг№40";"144";"0171023";"88";;;;;;"107512";"107512";"110837";"110837";"01.10.2028";"НДС";"PRO.MED.CS  Praha a. s./Чехия"
"1430";"03004138004001001";;"Моносан таб. 20 мг. №30";"216";"0090424";"73";;;;;;"24395";"24395";"25150";"25150";"01.04.2029";"НДС";"PRO.MED.CS  Praha a. s./Чехия"
"1431";"03004138004001002";;"Моносан таб. 40 мг. №30";"216";"9020623";"41";;;;;;"43800";"43800";"45155";"45155";"01.06.2028";"НДС";"PRO.MED.CS  Praha a. s./Чехия"
"1432";"03004180007002005";;"Нитресан 20мг таб. №30";"216";"9070822";"30";;;;;;"68967";"68967";"71100";"71100";"01.08.2026";"НДС";"PRO.MED.CS  Praha a. s./Чехия"
"1433";"03004479001006002";;"Просульпин таб 50мг №30";"216";"0050624";"13";;;;;;"47646";"47646";"49120";"49120";"01.06.2028";"НДС";"PRO.MED.CS  Praha a. s./Чехия"
"1434";"03004014014001001";;"Ребагит таб. 100мг №30";"196";"0071123";"252";;;;;;"148187";"148187";"152770";"152770";"01.11.2027";"НДС";"PRO.MED.CS  Praha a. s./Чехия"
"1435";"03004025008001002";;"Итомед таб.50мг№20";"144";"0171023";"87";;;;;;"61129";"61129";"63020";"63020";"01.10.2028";"НДС";"PRO.MED.CS  Praha a. s./Чехия"
"Protech Biosystems Pvt Ltd";;;;;;;;;;;;;;;;;;
"1436";"A26915";;"Тринин-НВ р-р д/инъек. 500мг 5мл №5";"5";"PX- 2314";"5";;;;;;"48888";"48888";"50400";"50400";"01.09.2025";"НДС";"Protech Biosystems Pvt Ltd/Индия"
"Pvt Ltd Alice Medicare";;;;;;;;;;;;;;;;;;
"1437";"03004093001115001";;"Элкатрин р-р д/инъекций 1000мг/5мл №5";"5";"LC-2306";"15";;;;;;"84685";"84685";"87304";"87304";"01.03.2026";"НДС";"Pvt Ltd Alice Medicare/Индия"
"Qarshi Industries";;;;;;;;;;;;;;;;;;
"1438";"03004850005001001";"855434003529";"Алоэ Кейр капс.№30";"165";"010823";"6";;;;;;"49907";"49907";"51450";"51450";"01.07.2025";"НДС";"Qarshi Industries/Пакистан"
"1439";"03004909001001001";;"Ливаксир таб. №30 Леч.печени+Хрон.гепатит";"165";"270723";"5";;;;;;"41312";"41312";"42590";"42590";"01.06.2026";"НДС";"Qarshi Industries/Пакистан"
"1440";"03004999089001001";;"Туммикол р-р.внутр 120мл№1";"60";"ATC2607232";"20";;;;;;"37110";"37110";"38258";"38258";"01.06.2025";"НДС";"Qarshi Industries/Пакистан"
"1441";"03004939001001008";;"Флю-Кейр со вкусом мёда гранулы №5";"240";"QFH250723";"663";;;;;;"15433";"15433";"15910";"15910";"01.06.2026";"НДС";"Qarshi Industries/Пакистан"
"1442";"03004939001001004";;"Флю-Кейр со вкусом шоколада гранулы №5";"240";"QFC250723";"285";;;;;;"15432";"15432";"15910";"15910";"01.06.2026";"НДС";"Qarshi Industries/Пакистан"
"1443";"A23856";;"Флю-Кейр гранулы без сахара №5";"240";"QFS250723";"940";;;;;;"15432";"15432";"15910";"15910";"01.06.2026";"НДС";"Qarshi Industries/Пакистан"
"QUALITY PHARM";;;;;;;;;;;;;;;;;;
"1444";"A13379";;"Перчатки стерил.хирур.R-8.№1 Finflex";"1";"001";"170";;;;;;"2774";"2774";"2860";"2860";"01.04.2027";"НДС";"QUALITY PHARM/Узбекистан"
"1445";"A34265";;"Пластырь послеоп. Finflex стер.на полиуретановой основе 10сm x 15сm №20";"28";"001";"8";;;;;;"99905";"99905";"102995";"102995";"01.12.2025";"НДС";"QUALITY PHARM/Узбекистан"
"1446";"A34266";;"Пластырь послеоп. Finflex стер.на полиуретановой основе 10сm x 20сm №20";"21";"001";"5";;;;;;"124882";"124882";"128744";"128744";"01.11.2025";"НДС";"QUALITY PHARM/Узбекистан"
"1447";"A34267";;"Пластырь послеоп. Finflex стер.на полиуретановой основе 10сm x 25сm №20";"18";"001";"6";;;;;;"158940";"158940";"163856";"163856";"01.11.2025";"НДС";"QUALITY PHARM/Узбекистан"
"1448";"A34268";;"Пластырь послеоп. Finflex стер.на полиуретановой основе 6сm x 85сm №20";"42";"001";"5";;;;;;"49953";"49953";"51498";"51498";"01.12.2025";"НДС";"QUALITY PHARM/Узбекистан"
"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited";;;;;;;;;;;;;;;;;;
"1449";"A14274";;"Кретамин таб.№30 Леч.головного мозга";"160";"37782";"46";;;;;;"160370";"160370";"165330";"165330";"01.10.2026";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"1450";"02106999028344006";;"Нефротон таб.№30 Урологич.";"160";"37792";"31";;;;;;"130347";"130347";"134378";"134378";"01.09.2026";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"1451";"A14268";;"Раделакс таб.№30 Успокоительное";"160";"39341";"120";;;;;;"118846";"118846";"122522";"122522";"01.12.2026";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"1452";"A14269";;"Радоксил таб.№30 Леч.печени+желчн.пузыря";"220";"315001";"17";;;;;;"167223";"167223";"172395";"172395";"01.01.2027";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"1453";"02106999028344004";;"Ринотин таб.№30 Укреплен.иммунитета";"90";"3439";"3";;;;;;"162934";"162934";"167973";"167973";"01.06.2026";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"1454";"A14272";;"Ферамин таб.№30";"160";"3336";"52";;;;;;"118846";"118846";"122522";"122522";"01.07.2026";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"1455";"A14271";;"Ферсикард таб.№30 Сердечно-сосудист.";"160";"3784";"9";;;;;;"160370";"160370";"165330";"165330";"01.10.2026";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"1456";"A14270";;"Эратон таб.№30";"275";"311-03";"46";;;;;;"108301";"108301";"111650";"111650";"01.04.2027";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"1457";"A35325";;"Радавит мягк. капс. №30";"171";"312";"18";;;;;;"145679";"145679";"150185";"150185";"01.06.2026";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"1458";"A31826";;"Ферамин кидс капли 50мл №1";"72";"3931";"127";;;;;;"142803";"142803";"147220";"147220";"01.12.2026";"БАД";"Rad Gida Laboratuvari ve Ilac Sanayi Ticaret Limited/Турция"
"RAD ILAC SAN, TIC, LTD, STI";;;;;;;;;;;;;;;;;;
"1459";"A55091";;"Ноттамаг таб. №30";"90";"23013";"5";;;;;;"159101";"159101";"164022";"164022";"01.10.2026";"НДС";"RAD ILAC SAN, TIC, LTD, STI/Турция"
"1460";"A55092";;"Синцимет таб. №30";"90";"23012";"2";;;;;;"191688";"191688";"197616";"197616";"01.10.2026";"НДС";"RAD ILAC SAN, TIC, LTD, STI/Турция"
"Rambarg Laboratories Pvt. Ltd";;;;;;;;;;;;;;;;;;
"1461";"A58312";;"Мексилет р-р д/инъек.250мг/5мл №5 амп.";"200";"GN2523";"37";;;;;;"90211";"90211";"93001";"93001";"01.10.2026";"НДС";"Rambarg Laboratories Pvt. Ltd/Индия"
"Ratnamani Healtcare Pvt/Ltd";;;;;;;;;;;;;;;;;;
"1462";"03004012002016001";;"Панораз лиоф.пор.40мг№1";"150";"RS23057";"170";;;;;;"34484";"34484";"35550";"35550";"01.08.2025";"НДС";"Ratnamani Healtcare Pvt/Ltd/Индия"
"1463";"A23902";;"Фонипар таб. №100";"100";"JT114";"372";;;;;;"67650";"67650";"69742";"69742";"01.03.2027";"НДС";"Ratnamani Healtcare Pvt/Ltd/Индия"
"Reckitt Benckiser Healthcare International Ltd.";;;;;;;;;;;;;;;;;;
"1464";"03004411001038005";;"Нурофен для детей сусп.100мг/5мл.150мл№1 Клубника";"12";"AGH672";"118";;;;;;"49024";"49024";"50540";"50540";"01.04.2027";"НДС";"Reckitt Benckiser Healthcare International Ltd./Великобритания"
"1465";"03004535009001001";;"Стрепсилс таб.Клубнич.№16";"144";"SA817";"112";;;;;;"31889";"31889";"32875";"32875";"01.02.2026";"НДС";"Reckitt Benckiser Healthcare International Ltd./Великобритания"
"1466";"A58288";;"Стрепсилс Интенсив спрей дозир. со вкусом вишни и мяты 8,75мг/доза 15мл №1";"1";"ABC7651";"50";;;;;;"50556";"50556";"52120";"52120";"01.11.2025";"НДС";"Reckitt Benckiser Healthcare International Ltd./Великобритания"
"Reka Med Farm";;;;;;;;;;;;;;;;;;
"1467";"03004121001017001";;"Натрия хлорид 0,9% 100мл";"48";"0410524";"8656";;;;;;"3686";"3686";"3800";"3800";"01.06.2027";"НДС";"Reka Med Farm/Узбекистан"
"Renown Pharmaceuticals Pvt Ltd";;;;;;;;;;;;;;;;;;
"1468";"A58065";;"Аминокс Спорт капс. №30";"80";"111AR2301";"10";;;;;;"51939";"51939";"53545";"53545";"01.11.2025";"БАД";"Renown Pharmaceuticals Pvt Ltd/Индия"
"Replek Farm Ltd. Skopje / Spey";;;;;;;;;;;;;;;;;;
"1469";"03004493003001002";;"Парсолет таб 20мг №30";"90";"B3486";"94";;;;;;"130019";"130019";"134040";"134040";"01.11.2025";"НДС";"Replek Farm Ltd. Skopje / Spey/Македония"
"1470";"03004114001004001";;"Фолиспей таб. 5мг №20";"90";"B5657";"3";;;;;;"33523";"33523";"34560";"34560";"01.01.2027";"НДС";"Replek Farm Ltd. Skopje / Spey/Македония"
"Replek Farm Ltd. Skopje / Vega";;;;;;;;;;;;;;;;;;
"1471";"03004229001015001";;"Новосалик мазь 0,5мг+30мг 30г";"60";"5937";"65";;;;;;"79492";"79492";"81950";"81950";"01.12.2026";"НДС";"Replek Farm Ltd. Skopje / Vega/Македония"
"1472";"03004191005019002";;"Рестатор таб. 20мг №30";"90";"B4460";"78";;;;;;"60402";"60402";"62270";"62270";"01.05.2026";"НДС";"Replek Farm Ltd. Skopje / Vega/Македония"
"Rhydburg Pharmaceuticals";;;;;;;;;;;;;;;;;;
"1473";"03004028002014006";;"Одокол таб.250мг№30";"200";"TE2312418";"47";;;;;;"131895";"131895";"131895";"131895";"01.11.2025";"НДС";"Rhydburg Pharmaceuticals/Индия"
"1474";"03004028002014009";;"Одокол таб.300мг№30";"240";"TE2312419";"91";;;;;;"148275";"148275";"148275";"148275";"01.11.2025";"НДС";"Rhydburg Pharmaceuticals/Индия"
"1475";"03004314009021001";;"Рикоз-С пор. для приг. р-ра 1000мг/500мг";"240";"RCZL-05";"835";;;;;;"15287";"15287";"15760";"15760";"01.03.2026";"НДС";"Rhydburg Pharmaceuticals/Индия"
"1476";"A56444";;"Одокол таб.150мг №10";"360";"TE2309362";"68";;;;;;"29154";"29154";"29154";"29154";"01.08.2025";"НДС";"Rhydburg Pharmaceuticals/Индия"
"RIOJA NATURE PHARMA S.L";;;;;;;;;;;;;;;;;;
"1477";"A25358";;"Фортиферрум саше 1,5г №30";"50";"6523";"31";;;;;;"155394";"155394";"160200";"160200";"01.07.2026";"БАД";"RIOJA NATURE PHARMA S.L/Испания"
"ROGNEDA UC";;;;;;;;;;;;;;;;;;
"1478";"A14359";;"Гидро-Mg В6 сироп 100мл№1";"25";"102023";"11";;;;;;"71809";"71809";"74030";"74030";"01.10.2025";"БАД";"ROGNEDA UC/Узбекистан"
"1479";"A14358";;"Остеоцинк сироп 200мл№1";"25";"052024";"24";;;;;;"84613";"84613";"87230";"87230";"01.05.2026";"БАД";"ROGNEDA UC/Узбекистан"
"1480";"A9367";;"Эритростат таб.№60";"40";"102023";"14";;;;;;"98591";"98591";"101640";"101640";"01.10.2025";"БАД";"ROGNEDA UC/Узбекистан"
"Rohto Pharmaceutical Co., Ltd.";;;;;;;;;;;;;;;;;;
"1481";"03004583004001001";;"Рохто витамин гл.кап.13мл№1";"10";"IZ02B";"31";;;;;;"82808";"82808";"85369";"85369";"01.09.2026";"НДС";"Rohto Pharmaceutical Co., Ltd./Япония"
"1482";"03004589005002001";;"Рохто Увлажняющие 0,6% гл.кап.13мл№1";"10";"IZ01";"3";;;;;;"84377";"84377";"86987";"86987";"01.09.2026";"НДС";"Rohto Pharmaceutical Co., Ltd./Япония"
"Rontis Hellas Medical and Pharmaceutical Products";;;;;;;;;;;;;;;;;;
"1483";"03004413004010001";;"Коксикеа таб.120мг №7";"180";"P2310018";"27";;;;;;"73176";"73176";"75439";"75439";"01.07.2026";"НДС";"Rontis Hellas Medical and Pharmaceutical Products/Греция"
"Rontis Hellas Medical and Pharmaceuticals";;;;;;;;;;;;;;;;;;
"1484";"03004413004010002";;"Коксикеа таб. 60мг №28";"108";"P2308147";"30";;;;;;"129580";"129580";"133588";"133588";"01.07.2026";"НДС";"Rontis Hellas Medical and Pharmaceuticals/Греция"
"1485";"03004413004010003";;"Коксикеа таб. 90мг №28";"108";"P2309107";"18";;;;;;"152747";"152747";"157471";"157471";"01.06.2026";"НДС";"Rontis Hellas Medical and Pharmaceuticals/Греция"
"Rowa Pharmaceuticals Limited.,";;;;;;;;;;;;;;;;;;
"1486";"03004282003001002";;"Роватинекс капс.№50";"240";"8647C";"13";;;;;;"231340";"231340";"238495";"238495";"01.02.2027";"НДС";"Rowa Pharmaceuticals Limited.,/Литва"
"Ruhshona Med Farm";;;;;;;;;;;;;;;;;;
"1487";"A56824";;"Бетаденум-RMF 1000мл №1";"30";"1012024";"2";;;;;;"149380";"149380";"154000";"154000";"01.02.2026";"НДС";"Ruhshona Med Farm/Узбекистан"
"1488";"A34489";;"Глицерин-RMF мед. 90мл№1";"50";"10124";"3212";;;;;;"3841";"3841";"3960";"3960";"01.02.2026";"БАД";"Ruhshona Med Farm/Узбекистан"
"1489";"A34488";;"Меновазин-RMF 40мл №1";"100";"11223";"1613";;;;;;"2968";"2968";"3060";"3060";"01.01.2026";"БАД";"Ruhshona Med Farm/Узбекистан"
"1490";"A34487";;"Перекись водорода-RMF 3% 100мл";"50";"10124";"50";;;;;;"1280";"1280";"1320";"1320";"01.02.2026";"БАД";"Ruhshona Med Farm/Узбекистан"
"1491";"02847001001000000";;"Перекись водорода-RMF 3% 50мл";"100";"11123";"301";;;;;;"907";"907";"935";"935";"01.12.2025";"БАД";"Ruhshona Med Farm/Узбекистан"
"1492";"A54015";;"Солодкового корня сироп 50мл№1";"100";"11023";"22";;;;;;"1601";"1601";"1650";"1650";"01.11.2025";"БАД";"Ruhshona Med Farm/Узбекистан"
"1493";"A22585";;"Солодкового корня сироп 90мл№1";"50";"10124";"5";;;;;;"2600";"2600";"2680";"2680";"01.02.2026";"БАД";"Ruhshona Med Farm/Узбекистан"
"S.A. Alcon Couvreur n.v.";;;;;;;;;;;;;;;;;;
"1494";"03004578003006001";"5413895030079";"Азарга капли гл. сусп. 10мг/мл+5мг/мл 5мл";"300";"VFF89H";"172";;;;;;"134464";"134464";"138623";"138623";"01.02.2026";"НДС";"S.A. Alcon Couvreur n.v./Бельгия"
"1495";"03004808004002001";;"Вигамокс капли гл. 5мг/мл 5мл";"720";"VEL45H";"45";;;;;;"71060";"71060";"73258";"73258";"01.01.2026";"НДС";"S.A. Alcon Couvreur n.v./Бельгия"
"1496";"03004573010007002";;"Неванак капли гл. 1мг/мл сусп. 5мл";"720";"VET28B";"126";;;;;;"168793";"168793";"174013";"174013";"01.02.2026";"НДС";"S.A. Alcon Couvreur n.v./Бельгия"
"1497";"03004592001004001";;"Тобрадекс стер. офтальм. сусп. 5мл";"720";"VET60A";"671";;;;;;"30737";"30737";"31688";"31688";"01.02.2026";"НДС";"S.A. Alcon Couvreur n.v./Бельгия"
"S.I.I.T. S.r.l.";;;;;;;;;;;;;;;;;;
"1498";"A24960";;"Исми-кид капли д/пр. внутрь 10мл №1";"189";"GY602";"28";;;;;;"166795";"166795";"171954";"171954";"01.01.2026";"БАД";"S.I.I.T. S.r.l./Италия"
"SAGA LIFESCIENCES LIMTED";;;;;;;;;;;;;;;;;;
"1499";"03004314007008001";;"Сагацефпо пор. д/приг сус д/прием внутрь 50мг/5мл 60мл";"100";"5OUO12303";"968";;;;;;"50783";"50783";"52354";"52354";"01.05.2025";"НДС";"SAGA LIFESCIENCES LIMTED/Индия"
"Sakar Healthcare, Индия";;;;;;;;;;;;;;;;;;
"1500";"03004346001014001";;"Сакловир пор. 250мг/5мл №1";"10";"LY23089";"19";;;;;;"91425";"91425";"94253";"94253";"01.11.2025";"НДС";"Sakar Healthcare, Индия/Индия"
"Salute";;;;;;;;;;;;;;;;;;
"1501";"A22521";;"Токсидокс капли 10мл";"176";"101023";"9";;;;;;"26622";"26622";"27445";"27445";"01.11.2025";"БАД";"Salute/Узбекистан"
"1502";"A22520";;"Токсидокс капс. №10";"140";"060624";"182";;;;;;"31947";"31947";"32935";"32935";"01.08.2026";"БАД";"Salute/Узбекистан"
"Salvation Pharm";;;;;;;;;;;;;;;;;;
"1503";"A26757";;"Циткард сироп 50мл№1";"60";"17072023";"15";;;;;;"218638";"218638";"225400";"225400";"01.07.2025";"БАД";"Salvation Pharm/Узбекистан"
"SAM FUTURE SERVICE MCHJ";;;;;;;;;;;;;;;;;;
"1504";"A57720";;"Фиточай Кукурузные рыльца 22,5г №15 Shifo";"100";"022024";"30";;;;;;"3201";"3201";"3300";"3300";"01.02.2026";"БАД";"SAM FUTURE SERVICE MCHJ/Узбекистан"
"1505";"A57721";;"Фиточай Пол-Пола 15г №15 Shifo";"100";"062024";"25";;;;;;"3201";"3201";"3300";"3300";"01.06.2026";"БАД";"SAM FUTURE SERVICE MCHJ/Узбекистан"
"1506";"A57717";;"Фиточай Расторопша 30г №15 Shifo";"100";"052024";"5";;;;;;"3201";"3201";"3300";"3300";"01.05.2026";"БАД";"SAM FUTURE SERVICE MCHJ/Узбекистан"
"1507";"A57716";;"Фиточай Ромашка 15г №15 Shifo";"100";"022024";"70";;;;;;"2454";"2454";"2530";"2530";"01.02.2026";"БАД";"SAM FUTURE SERVICE MCHJ/Узбекистан"
"1508";"A57718";;"Фиточай Череда 22,5г №15 Shifo";"100";"062024";"50";;;;;;"3201";"3201";"3300";"3300";"01.06.2026";"БАД";"SAM FUTURE SERVICE MCHJ/Узбекистан"
"1509";"A57719";;"Фиточай Шиповник 45г №15 Shifo";"100";"072024";"25";;;;;;"3201";"3201";"3300";"3300";"01.07.2026";"БАД";"SAM FUTURE SERVICE MCHJ/Узбекистан"
"Sanofi-Aventis";;;;;;;;;;;;;;;;;;
"1510";"03004060008001002";"3582910055051";"Амарил 2мг таб. №30";"216";"4U001";"667";;;;;;"56485";"56485";"58232";"58232";"01.12.2026";"НДС";"Sanofi-Aventis/Франция"
"1511";"03004060008001003";"3582910055068";"Амарил 3мг таб. №30";"216";"3U001";"1";;;;;;"77020";"77020";"79403";"79403";"01.03.2026";"НДС";"Sanofi-Aventis/Франция"
"1512";"03004060008001004";"3582910055075";"Амарил 4мг таб. №30";"216";"3U002";"218";;;;;;"112982";"112982";"116476";"116476";"01.05.2026";"НДС";"Sanofi-Aventis/Франция"
"1513";"03004053002056001";"3582910071129";"Амарил М SR таб. 2мг/500мг №30";"200";"AXFA006";"49";;;;;;"103166";"103166";"106357";"106357";"01.08.2025";"НДС";"Sanofi-Aventis/Франция"
"1514";"03004463001006001";;"Депакин сироп 150мл";"40";"664";"28";;;;;;"65910";"65910";"67948";"67948";"01.02.2025";"НДС";"Sanofi-Aventis/Франция"
"1515";"03004097003019003";;"Клексан 4000 0,4мл №10";"12";"HS438E";"88";;;;;;"511381";"511381";"527197";"527197";"01.05.2026";"НДС";"Sanofi-Aventis/Франция"
"1516";"03004097003019001";;"Клексан 6000 0,6 мл №2";"48";"JS014A";"204";;;;;;"134440";"134440";"138598";"138598";"01.12.2026";"НДС";"Sanofi-Aventis/Франция"
"1517";"03004097003019002";;"Клексан 8000 0,8 мл №10";"12";"HS496A";"28";;;;;;"828282";"828282";"853899";"853899";"01.06.2026";"НДС";"Sanofi-Aventis/Франция"
"1518";"03004134001007002";;"Кордарон таб. 200мг №30";"480";"HV001";"305";;;;;;"68871";"68871";"71001";"71001";"01.12.2026";"НДС";"Sanofi-Aventis/Франция"
"1519";"03004286002022000";;"Лантус Solo Star р-р для подкож. введ. 100ЕД/мл 3мл №5";"40";"3F8843A";"152";;;;;;"667132";"667132";"687765";"687765";"01.12.2025";"НДС";"Sanofi-Aventis/Франция"
"1520";"03004098001027001";;"Плавикс 75мг №28";"192";"EA1077";"601";;;;;;"241104";"241104";"248561";"248561";"01.02.2026";"НДС";"Sanofi-Aventis/Франция"
"1521";"03004187006009001";;"Телзап таб 40мг №30";"72";"CLB07772";"112";;;;;;"48345";"48345";"49840";"49840";"01.11.2024";"НДС";"Sanofi-Aventis/Франция"
"1522";"03004081012003002";;"Магне В6 Форте таб. 100мг/10 мг №40";"240";"GV551";"182";;;;;;"127933";"127933";"131890";"131890";"01.09.2025";"НДС";"Sanofi-Aventis/Франция"
"1523";"03004058003002002";;"Соликва Солостар 3 PEA m24 XE р-р для п/к. введ. 100 ЕД+50 мкг/мл 3мл №3";"1";"3F736A";"92";;;;;;"782045";"782045";"806232";"806232";"01.01.2025";"НДС";"Sanofi-Aventis/Франция"
"Sante Pvt. Limited";;;;;;;;;;;;;;;;;;
"1524";"03004574001008001";;"Дексофорт кап.глазн.1мг/3мг.5мл№1";"12";"EBE-04";"13";;;;;;"88605";"88605";"91345";"91345";"01.02.2026";"НДС";"Sante Pvt. Limited/Пакистан"
"1525";"03004573010004001";;"Непак кап.глазн.0,1%.5мл№1";"12";"DO-128";"30";;;;;;"172277";"172277";"177605";"177605";"01.02.2026";"НДС";"Sante Pvt. Limited/Пакистан"
"Santen OY";;;;;;;;;;;;;;;;;;
"1526";"03004326008081001";;"Офтаквикс кап.гл.0.5%.5мг/мл.5мл№1";"330";"2244752";"19";;;;;;"89943";"89943";"92725";"92725";"01.08.2026";"НДС";"Santen OY/Финляндия"
"1527";"A35794";;"Окутиарз Гидро гл.капли 10мл№1";"1";"TO2314B";"310";;;;;;"117612";"117612";"121250";"121250";"01.10.2025";"НДС";"Santen OY/Финляндия"
"SARBONTEKS MCHJ QK";;;;;;;;;;;;;;;;;;
"1528";"A10839";;"Салфетки марл. мед. стер. 16*14 2-х сл. №10";"450";"5491";"10128";;;;;;"2449";"2449";"2525";"2525";"01.11.2028";"НДС";"SARBONTEKS MCHJ QK/Узбекистан"
