;;;;;;;;;;;;;;;;;;
"Абдулхаев Фаррух";;;;;;;;;;;;;;;;;;
"Price List";;;;;;;;;;;;;;;;;;
"03 окт 2024";;;;;;;;;;;;;;;;;;
"в„–";"Code";"Barcode";"Name";"Qty per Box";"Card Number";"Balance";"Your order";"Price Type: Акция";"Акция with margin";"Price Type: Возврат";"Возврат with margin";"Price Type: При 100% Оплате (перечисление)";"При 100% Оплате (перечисление) with margin";"Price Type: Цена договорная (перечисление)";"Цена договорная (перечисление) with margin";"Expiry Date";"Группа";"Producer"
"1717";"A56785";;"Витазитол саше №20";"24";"052024";"4";;;;;;"139491";"139491";"143805";"143805";"01.05.2026";"БАД";"VIDA VERDE/Узбекистан"
"1718";"A54425";;"Селеноприм капс. №30";"60";"062024";"3";;;;;;"26762";"26762";"27590";"27590";"01.06.2026";"БАД";"VIDA VERDE/Узбекистан"
"1719";"A24254";;"Энтерофильтрум таб.№20 Лигнин+Лактулоза";"50";"082024";"13";;;;;;"26554";"26554";"27375";"27375";"01.08.2026";"БАД";"VIDA VERDE/Узбекистан"
"Vifor (International) Inc";;;;;;;;;;;;;;;;;;
"1720";"A56584";;"Мальтофер Фол таб.жев 100мг/0,35мг №30";"84";"NAB08801";"117";;;;;;"104920";"104920";"108165";"108165";"01.11.2028";"НДС";"Vifor (International) Inc/Швейцария"
"Vinh Phuc Pharmaceutical JSC";;;;;;;;;;;;;;;;;;
"1721";"03004214010001001";;"Амикацин р-р. д/инеък 500мг/2мл№20 Rivulet";"87";"011121";"65";;;;;;"95817";"95817";"98780";"98780";"01.11.2024";"НДС";"Vinh Phuc Pharmaceutical JSC/Вьетнам"
"1722";"A23175";;"Атропина сульфат 1мг/мл 1мл №10 Rivulet";"162";"061123";"365";;;;;;"6527";"6527";"6729";"6729";"01.11.2026";"НДС";"Vinh Phuc Pharmaceutical JSC/Вьетнам"
"1723";"03004003001005002";;"Дексаметазон фосфат 4мг/мл 1мл №10 Rivulet";"162";"020224";"912";;;;;;"10324";"10324";"10643";"10643";"01.02.2027";"НДС";"Vinh Phuc Pharmaceutical JSC/Вьетнам"
"VIVOZON PHARMACEUTICAL CO.LTD.";;;;;;;;;;;;;;;;;;
"1724";"03004283003004002";;"Соленацин таб.5мг№100";"100";"A001";"10";;;;;;"471308";"471308";"485885";"485885";"01.03.2026";"НДС";"VIVOZON PHARMACEUTICAL CO.LTD./Корея"
"WELL MED PHARM";;;;;;;;;;;;;;;;;;
"1725";"03004326008030002";;"Велмекс таб. 500мг №10";"366";"010224";"98";;;;;;"21165";"21165";"21820";"21820";"01.01.2027";"НДС";"WELL MED PHARM/Узбекистан"
"1726";"03004081008001002";;"Мелловин (Mg+B6) капс. №50";"80";"MC01";"1804";;;;;;"52826";"52826";"54460";"54460";"01.05.2025";"НДС";"WELL MED PHARM/Узбекистан"
"1727";"A33651";;"Урвион капс. 250мг №50";"1";"010123";"1";;;;;;"164937";"164937";"170038";"170038";"01.12.2025";"НДС";"WELL MED PHARM/Узбекистан"
"1728";"03004201002009001";;"Флюдар капс. 150мг №1";"500";"010523";"25";;;;;;"5541";"5541";"5712";"5712";"01.04.2026";"НДС";"WELL MED PHARM/Узбекистан"
"1729";"03004201002009002";;"Флюдар капс.50мг №7 (флюканазол)";"440";"FC01";"2";;;;;;"8001";"8001";"8249";"8249";"01.08.2025";"НДС";"WELL MED PHARM/Узбекистан"
"West Coast Pharmaceutical Works Ltd.";;;;;;;;;;;;;;;;;;
"1730";"03004147002004001";;"Зосидокс таб.2мг№30 Доксазозин";"10";"WG23567";"17";;;;;;"55707";"55707";"57430";"57430";"01.06.2026";"НДС";"West Coast Pharmaceutical Works Ltd./Индия"
"1731";"A58378";;"Жигаравит таб. №30";"1";"WF24053";"5";;;;;;"97771";"97771";"100795";"100795";"01.12.2025";;"West Coast Pharmaceutical Works Ltd./Индия"
"Windmill Health Products";;;;;;;;;;;;;;;;;;
"1732";"A5789";;"Л-Аргинин капс.500мг№30";"100";"229554";"32";;;;;;"174651";"174651";"180053";"180053";"01.03.2025";"БАД";"Windmill Health Products/США"
"1733";"A36249";;"Миотир капс.500мг №30";"1";"2311124";"2";;;;;;"227800";"227800";"234845";"234845";"01.05.2026";"БАД";"Windmill Health Products/США"
"World Medicine";;;;;;;;;;;;;;;;;;
"1734";"03004419005016002";;"Артрокол гель 2.5%/45г№1";"70";"400660";"56";;;;;;"46814";"46814";"48262";"48262";"01.02.2027";"НДС";"World Medicine/Турция"
"1735";"03004098009012008";;"Асмада таб.150/30/39мг№100";"80";"302201780";"5";;;;;;"55804";"55804";"57530";"57530";"01.01.2026";"НДС";"World Medicine/Турция"
"1736";"03004074017001001";;"Беневрон-БФ таб.№20";"88";"402002220";"2";;;;;;"70349";"70349";"72525";"72525";"01.01.2027";"НДС";"World Medicine/Турция"
"1737";"03004589030002001";;"Бестоксол гл.кап.4%.10мл№1";"180";"304001424";"16";;;;;;"46093";"46093";"47518";"47518";"01.03.2026";"НДС";"World Medicine/Турция"
"1738";"03004326009051001";;"Бивокса гл.кап.0.5%.5мл№1";"180";"209001802";"2";;;;;;"59031";"59031";"60857";"60857";"01.08.2025";"НДС";"World Medicine/Турция"
"1739";"03004491025004001";;"Вамелан капс.№30.";"90";"021023";"173";;;;;;"70927";"70927";"73121";"73121";"01.09.2026";"НДС";"World Medicine/Турция"
"1740";"03004171005012001";;"Венодиол таб.№30";"64";"304000770";"11";;;;;;"96122";"96122";"99095";"99095";"01.03.2026";"НДС";"World Medicine/Турция"
"1741";"03004548001001001";;"Вентакорт аэрозоль 100мкг №1";"180";"302001160";"21";;;;;;"36875";"36875";"38015";"38015";"01.01.2026";"НДС";"World Medicine/Турция"
"1742";"03004164001001001";;"Винебрал капс.30мг№20";"150";"308000520";"69";;;;;;"74788";"74788";"74788";"74788";"01.07.2027";"НДС";"World Medicine/Турция"
"1743";"03004221001007001";;"Дерилайф крем 0.05%.50г.№1";"112";"302400";"10";;;;;;"68883";"68883";"71013";"71013";"01.11.2026";"НДС";"World Medicine/Турция"
"1744";"03004414006001003";;"Драстоп амп.200мг/2мл№10";"200";"204001510";"36";;;;;;"140211";"140211";"144548";"144548";"01.03.2025";"НДС";"World Medicine/Турция"
"1745";"03004311002061001";;"Клавомед сусп 156,25мг/5мл 80мл№1";"40";"1023767";"25";;;;;;"50020";"50020";"50020";"50020";"01.10.2026";"НДС";"World Medicine/Турция"
"1746";"03004419008027002";;"Клодифен гель 5%.45г.№1";"70";"400470";"52";;;;;;"38009";"38009";"39185";"39185";"01.02.2027";"НДС";"World Medicine/Турция"
"1747";"03004409005045002";;"Клодифен-Нейро капс.№30";"105";"304001400";"7";;;;;;"49920";"49920";"49920";"49920";"01.03.2026";"НДС";"World Medicine/Турция"
"1748";"03004071005020001";;"Коледан кап.внутрь 15000ME.10мл№1";"210";"402001010";"11";;;;;;"48409";"48409";"49906";"49906";"01.01.2027";"НДС";"World Medicine/Турция"
"1749";"03004070002001001";;"Колефер капли д/приёма внутрь 10мл №1";"180";"212005240";"24";;;;;;"47419";"47419";"48886";"48886";"01.11.2025";"НДС";"World Medicine/Турция"
"1750";"03004410004041001";;"Локсидол амп.15мг/1.5мл№3";"276";"306002060";"107";;;;;;"39838";"39838";"41070";"41070";"01.05.2026";"НДС";"World Medicine/Турция"
"1751";"03004410004041003";;"Локсидол таб.15мг№10";"150";"310202610";"67";;;;;;"32095";"32095";"33088";"33088";"01.09.2027";"НДС";"World Medicine/Турция"
"1752";"03004082002001001";;"Лувитан-Лонг-Акшн таб.№30";"6";"57190";"23";;;;;;"106885";"106885";"106885";"106885";"01.07.2026";"НДС";"World Medicine/Турция"
"1753";"03004136007002000";;"Медетром гл.кап.5мл№1";"10";"305001442";"2";;;;;;"36525";"36525";"37655";"37655";"01.04.2026";"НДС";"World Medicine/Турция"
"1754";"03004493006012001";;"Медолапрам таб.10мг№28";"1";"309101670";"1";;;;;;"135417";"135417";"139605";"139605";"01.08.2026";"НДС";"World Medicine/Турция"
"1755";"03004504001001003";;"Медотилин амп.1000мг/4мл.№3";"1";"204000320";"6";;;;;;"169079";"169079";"174308";"174308";"01.03.2026";"НДС";"World Medicine/Турция"
"1756";"03004409003046001";;"Медролгин амп.30мг/мл.№5";"80";"202001150";"28";;;;;;"41997";"41997";"43296";"43296";"01.01.2025";"НДС";"World Medicine/Турция"
"1757";"03004325004018001";;"Меркацин амп.100мг/2мл№1";"950";"2306501";"69";;;;;;"36972";"36972";"38115";"38115";"01.11.2026";"НДС";"World Medicine/Турция"
"1758";"03004325004018004";;"Меркацин амп.500мг/2мл№1";"960";"202730";"215";;;;;;"48890";"48890";"48890";"48890";"01.11.2025";"НДС";"World Medicine/Турция"
"1759";"03004093001074002";;"Метакартин амп.1г.5мл№5 Левокарнитин";"180";"305002760";"8";;;;;;"103272";"103272";"106466";"106466";"01.04.2027";"НДС";"World Medicine/Турция"
"1760";"03004428005002004";;"Мускомед амп.4мг/2мл№6";"320";"401003180";"276";;;;;;"88293";"88293";"91024";"91024";"01.12.2026";"НДС";"World Medicine/Турция"
"1761";"03004428005013001";;"Мускомед капс. 4мг №20";"150";"303101754";"3";;;;;;"79250";"79250";"81701";"81701";"01.02.2026";"НДС";"World Medicine/Турция"
"1762";"03004428005013002";;"Мускомед крем 0,25% 30г.№1";"180";"400042";"66";;;;;;"65373";"65373";"67395";"67395";"01.12.2026";"НДС";"World Medicine/Турция"
"1763";"03004174008002001";;"Небиворлд таб.5мг№28 Небиволол";"10";"303200660";"13";;;;;;"81933";"81933";"84467";"84467";"01.02.2026";"НДС";"World Medicine/Турция"
"1764";"03004159001001001";;"Нолаксен таб.25мг№20";"150";"308100600";"90";;;;;;"67637";"67637";"69729";"69729";"01.07.2026";"НДС";"World Medicine/Турция"
"1765";"03004999050002001";;"Орципол таб.500мг№10";"88";"308002720";"18";;;;;;"82086";"82086";"84625";"84625";"01.07.2026";"НДС";"World Medicine/Турция"
"1766";"03004541002011001";;"Пефсал аэроз.доз.25/125мкг№1";"180";"402001020";"17";;;;;;"176496";"176496";"181955";"181955";"01.01.2027";"НДС";"World Medicine/Турция"
"1767";"03004541002011002";;"Пефсал аэроз.доз.25/250мкг№1";"1";"402002432";"43";;;;;;"238848";"238848";"246235";"246235";"01.01.2027";"НДС";"World Medicine/Турция"
"1768";"03004195002006001";;"Рейтоил капс.№20";"220";"1223350";"30";;;;;;"61690";"61690";"61690";"61690";"01.12.2026";"НДС";"World Medicine/Турция"
"1769";"03004575005003001";;"Римонал гл.капли 0.2% 5мл №1";"10";"212007062";"6";;;;;;"58312";"58312";"60115";"60115";"01.11.2025";"НДС";"World Medicine/Турция"
"1770";"03004578003023001";;"Римосопт гл.капли 5мл №1";"1";"307000280";"5";;;;;;"66076";"66076";"68120";"68120";"01.06.2026";"НДС";"World Medicine/Турция"
"1771";"03004510005006001";;"Секнидокс таб 1000мг №2";"150";"308201683";"46";;;;;;"29511";"29511";"30424";"30424";"01.07.2026";"НДС";"World Medicine/Турция"
"1772";"03004012002044001";;"Улсепан таб.40мг№14 Пантопразол";"180";"312002282";"31";;;;;;"60543";"60543";"62415";"62415";"01.11.2026";"НДС";"World Medicine/Турция"
"1773";"0300410900602700";;"Ферсинол капли.приём.внутр50мг/мл30мл№1 Железа III";"108";"312002130";"233";;;;;;"59183";"59183";"61013";"61013";"01.11.2026";"НДС";"World Medicine/Турция"
"1774";"03004110002044001";;"Ферсинол-С амп.100мг/5мл№5 Железа III";"176";"312001740";"14";;;;;;"312054";"312054";"312054";"312054";"01.11.2026";"НДС";"World Medicine/Турция"
"1775";"03004199016008001";;"Флузамед капс 150мг №1";"150";"304301614";"49";;;;;;"32265";"32265";"33263";"33263";"01.03.2028";"НДС";"World Medicine/Турция"
"1776";"03004540005004001";;"Форалес капс.12мкг№60";"60";"402000462";"2";;;;;;"150787";"150787";"155450";"155450";"01.01.2027";"НДС";"World Medicine/Турция"
"1777";"03004028002039001";;"Холудексан капс.300мг№20";"180";"401301300";"11";;;;;;"123205";"123205";"127015";"127015";"01.12.2026";"НДС";"World Medicine/Турция"
"1778";"03004066009001001";;"Эмфетал таб.№60";"40";"2300520";"3";;;;;;"119467";"119467";"123162";"123162";"01.09.2026";"НДС";"World Medicine/Турция"
"1779";"03004250008002002";;"Энзофен вагин. капс. 1000мг №2";"1";"305001990";"1";;;;;;"84891";"84891";"87517";"87517";"01.04.2026";"НДС";"World Medicine/Турция"
"1780";"03004532005015001";;"Этацид наз.спрей.50мкг/доз18г№1";"126";"402000352";"48";;;;;;"89045";"89045";"91799";"91799";"01.01.2027";"НДС";"World Medicine/Турция"
"1781";"03004015001014001";;"Дусконал Ретард капс.200мг№30";"105";"303000980";"26";;;;;;"90336";"90336";"93130";"93130";"01.02.2026";"НДС";"World Medicine/Турция"
"1782";"03004533006003001";;"Палминосе спрей наз.20мл№1 Залож.носа";"108";"311002462";"8";;;;;;"52557";"52557";"54182";"54182";"01.10.2026";"НДС";"World Medicine/Турция"
"1783";"03004014019001001";;"Сарпал жев.таб.№12";"10";"304000820";"24";;;;;;"50020";"50020";"50020";"50020";"01.03.2026";"НДС";"World Medicine/Турция"
"1784";"03004334001012001";;"Фосфомед саше 3г.№1 пакетики";"78";"401003490";"108";;;;;;"55219";"55219";"56926";"56926";"01.12.2026";"НДС";"World Medicine/Турция"
"World Medicine  (llac San)";;;;;;;;;;;;;;;;;;
"1785";"03004573002009001";;"Клодифен глаз.капли 01% 5мл №1";"180";"205001461";"185";;;;;;"35148";"35148";"36235";"36235";"01.04.2025";"НДС";"World Medicine  (llac San)/Турция"
"1786";"03004999041008001";;"Левоксимед гл.уш.капли.0.5%.5мл№1 Левофлоксацин";"240";"311001250";"69";;;;;;"60018";"60018";"61874";"61874";"01.10.2026";"НДС";"World Medicine  (llac San)/Турция"
"1787";"03004573005006001";;"Медролгин гл.кап.0.5%.5мл№1";"180";"201002702";"4";;;;;;"42277";"42277";"43585";"43585";"01.12.2024";"НДС";"World Medicine  (llac San)/Турция"
"1788";"03004583003003001";;"Нозейлин-НС назальный спрей 15мл №1";"240";"306000670";"16";;;;;;"42859";"42859";"44185";"44185";"01.05.2026";"НДС";"World Medicine  (llac San)/Турция"
"1789";"03004589005017001";;"Слезол-Форте гл.кап.15мл№1";"200";"310000472";"20";;;;;;"41809";"41809";"43102";"43102";"01.09.2026";"НДС";"World Medicine  (llac San)/Турция"
"1790";"03004414006014001";;"Ротадон Адванс р-р д/инъекций 200мг/2мл №10";"120";"310001590";"2";;;;;;"131915";"131915";"135995";"135995";"01.09.2026";"НДС";"World Medicine  (llac San)/Турция"
"1791";"03004322002007001";;"Ротамицин таб. 3000000МЕ №10";"88";"303201310";"6";;;;;;"98731";"98731";"101785";"101785";"01.02.2028";"НДС";"World Medicine  (llac San)/Турция"
"World Medicine (GMP)";;;;;;;;;;;;;;;;;;
"1792";"03004315001010000";;"Пантопра таб.40мг №28";"225";"312002211";"38";;;;;;"76614";"76614";"78983";"78983";"01.11.2026";"НДС";"World Medicine (GMP)/Греция"
"World Medicine (llco llac San ve Tic)";;;;;;;;;;;;;;;;;;
"1793";"03004200004014001";;"Эрбинол крем 1% 30г №1";"180";"302492";"12";;;;;;"57691";"57691";"59475";"59475";"01.11.2026";"НДС";"World Medicine (llco llac San ve Tic)/Турция"
"World Medicine (Unipharma)";;;;;;;;;;;;;;;;;;
"1794";"A57504";;"Сарпал сусп.д/приёма внутрь 200мл№1";"20";"308001270";"5";;;;;;"49038";"49038";"50555";"50555";"01.07.2026";"НДС";"World Medicine (Unipharma)/Египет"
"World Medicine ";;;;;;;;;;;;;;;;;;
"1795";"03004019003011003";;"Метигаст капс. 140мг №40";"105";"307000260";"22";;;;;;"70281";"70281";"72455";"72455";"01.06.2026";"НДС";"World Medicine "
"1796";"03004155003014001";;"Торвента р-р. для инъекций 20мг 2мл №5";"300";"2382001";"8";;;;;;"63408";"63408";"65369";"65369";"01.12.2025";"НДС";"World Medicine "
"Xinjiang Nuziline Bio-Pharmaceutical Co, Ltd,";;;;;;;;;;;;;;;;;;
"1797";"A58206";;"Фемистрон таб.0.625мг №28";"1";"20230401";"7";;;;;;"116526";"116526";"120130";"120130";"01.03.2026";"НДС";"Xinjiang Nuziline Bio-Pharmaceutical Co, Ltd,/Китай"
"Xinjiang Uygur Pharmaceutical Co.,Ltd";;;;;;;;;;;;;;;;;;
"1798";"A57431";;"Грена-Хин сироп 200мл";"40";"02312162";"5";;;;;;"64000";"64000";"65980";"65980";"01.11.2025";"НДС";"Xinjiang Uygur Pharmaceutical Co.,Ltd/Китай"
"1799";"A57432";;"Даво-Хин паста д/приёма внутрь.3г №6";"1";"2312123";"10";;;;;;"82111";"82111";"84650";"84650";"01.11.2025";"НДС";"Xinjiang Uygur Pharmaceutical Co.,Ltd/Китай"
"1800";"A57433";;"Зукаму гран.д/приг.р-ра д/приёма внутрь.12г №6";"1";"2312129Y";"5";;;;;;"54238";"54238";"55915";"55915";"01.11.2025";"НДС";"Xinjiang Uygur Pharmaceutical Co.,Ltd/Китай"
"XOLIS KIMYO";;;;;;;;;;;;;;;;;;
"1801";"A57811";;"Био Доктор Мом маз 20г";"80";"XKDMM1";"154";;;;;;"32010";"32010";"33000";"33000";"01.05.2027";"БАД";"XOLIS KIMYO/Узбекистан"
"1802";"A57810";;"Био Доктор Мом таб. №20";"80";"05012024";"142";;;;;;"26675";"26675";"27500";"27500";"01.01.2027";"БАД";"XOLIS KIMYO/Узбекистан"
"Yangzhou Medline Industry Co.,Ltd";;;;;;;;;;;;;;;;;;
"1803";"32404";;"Система для в/в влив. инф. р-ров №1 MEROS";"1";"20230710";"4";;;;;;"1498";"1498";"1545";"1545";"01.07.2028";"НДС";"Yangzhou Medline Industry Co.,Ltd/Китай"
"1804";"A35550";;"Шприц 10мл №1 Meros";"1200";"20221122";"4800";;;;;;"633";"633";"653";"653";"01.11.2027";"НДС";"Yangzhou Medline Industry Co.,Ltd/Китай"
"1805";"A35548";;"Шприц 2мл №1 Meros";"2400";"20221120";"2993";;;;;;"490";"490";"505";"505";"01.11.2027";"НДС";"Yangzhou Medline Industry Co.,Ltd/Китай"
"1806";"A55546";;"Шприц 3мл №1 Meros";"2400";"20230916";"11780";;;;;;"409";"409";"421";"421";"01.09.2028";"НДС";"Yangzhou Medline Industry Co.,Ltd/Китай"
"1807";"A35549";;"Шприц 5мл №1 Meros";"1800";"20230917";"30605";;;;;;"418";"418";"431";"431";"01.09.2028";"НДС";"Yangzhou Medline Industry Co.,Ltd/Китай"
"Yueyang Minkang Medical Materials";;;;;;;;;;;;;;;;;;
"1808";"A3384";;"Система инф.стерил.№1 Yueyang.Китай";"500";"20231120";"10300";;;;;;"1605";"1605";"1655";"1655";"01.11.2026";"НДС";"Yueyang Minkang Medical Materials/Китай"
"Yunnan Phytopharmaceutical Co. Ltd";;;;;;;;;;;;;;;;;;
"1809";"A58208";;"Гвилот таб.100мг №24";"1";"20230801";"1";;;;;;"79540";"79540";"82000";"82000";"01.08.2025";"НДС";"Yunnan Phytopharmaceutical Co. Ltd/Китай"
"Zambon Switzerland Ltd";;;;;;;;;;;;;;;;;;
"1810";"03004334001003001";;"Монурал гранулы д/приг р-ра д/приёма внутрь 3г №1.";"144";"399116";"435";;;;;;"94148";"94148";"97060";"97060";"01.05.2027";"НДС";"Zambon Switzerland Ltd/Швейцария"
"1811";"03004554001017001";;"Флуимуцил таб. шипуч 600мг №10";"160";"399763";"141";;;;;;"40328";"40328";"41575";"41575";"01.06.2027";"НДС";"Zambon Switzerland Ltd/Швейцария"
"ZAMIN LIFE PHARM";;;;;;;;;;;;;;;;;;
"1812";"A15218";;"Фербион капс.№30 Анемии+Уствен,Физ.нагрузке";"10";"13022024";"1";;;;;;"45105";"45105";"46500";"46500";"01.02.2026";"БАД";"ZAMIN LIFE PHARM/Узбекистан"
"Zamona Ra`no";;;;;;;;;;;;;;;;;;
"1813";"A6524";;"Боярышник плоды 100г.№1";"24";"05022024";"6";;;;;;"16393";"16393";"16900";"16900";"01.02.2026";"НДС";"Zamona Ra`no/Узбекистан"
"1814";"02106003001288052";;"Гигиенич.ванна Ромашка 100г.№1";"24";"24032023.";"12";;;;;;"12484";"12484";"12870";"12870";"01.03.2025";"БАД";"Zamona Ra`no/Узбекистан"
"1815";"02106005009056012";;"Гигиенич.ванна Череда 100г.№1";"24";"22032023.";"12";;;;;;"12484";"12484";"12870";"12870";"01.03.2025";"БАД";"Zamona Ra`no/Узбекистан"
"1816";"03004999094005001";;"Зизифора цветоножечная трава.1г.№25";"105";"25042024";"8";;;;;;"16370";"16370";"16876";"16876";"01.04.2026";"НДС";"Zamona Ra`no/Узбекистан"
"1817";"02106005009056039";;"Крапива листья 1гр.№25";"105";"09022024";"14";;;;;;"16393";"16393";"16900";"16900";"01.02.2026";"НДС";"Zamona Ra`no/Узбекистан"
"1818";"02106003001288055";;"Кукурузные рыльца 1г.№25";"105";"02052024";"10";;;;;;"16393";"16393";"16900";"16900";"01.05.2027";"БАД";"Zamona Ra`no/Узбекистан"
"1819";"02106005009056055";;"Лён(семена) 100г.№1";"32";"07022024";"13";;;;;;"16393";"16393";"16900";"16900";"01.02.2027";"НДС";"Zamona Ra`no/Узбекистан"
"1820";"02106005009056054";;"Мелисса трава.1г.№25";"105";"02042024";"7";;;;;;"16393";"16393";"16900";"16900";"01.04.2026";"НДС";"Zamona Ra`no/Узбекистан"
"1821";"02106005009056052";;"Сенна листья.1.5г.№25";"105";"20032024";"6";;;;;;"16370";"16370";"16876";"16876";"01.03.2027";"НДС";"Zamona Ra`no/Узбекистан"
"1822";"03004019003010007";;"Фенхель плоды 50г.№1";"32";"11062024.";"10";;;;;;"14101";"14101";"14538";"14538";"01.06.2027";"НДС";"Zamona Ra`no/Узбекистан"
"1823";"02106005009056046";;"Фиточай Аллергостоп 1г.№25";"105";"19032024";"8";;;;;;"24929";"24929";"25700";"25700";"01.03.2026";"БАД";"Zamona Ra`no/Узбекистан"
"1824";"02106005009056008";;"Фиточай Антиоксидантный 1г.№25";"72";"08052023";"9";;;;;;"24929";"24929";"25700";"25700";"01.05.2025";"БАД";"Zamona Ra`no/Узбекистан"
"1825";"02106003001288049";;"Фиточай Гастрофит 1г.№25";"72";"22052023";"5";;;;;;"24929";"24929";"25700";"25700";"01.05.2025";"БАД";"Zamona Ra`no/Узбекистан"
"1826";"02106003001288062";;"Фиточай Глюнорм 1г.№25";"72";"08042024";"10";;;;;;"24929";"24929";"25700";"25700";"01.04.2026";"БАД";"Zamona Ra`no/Узбекистан"
"1827";"02106003001288061";;"Фиточай Диарфит 1г.№25";"72";"27032024";"10";;;;;;"24929";"24929";"25700";"25700";"01.03.2026";"БАД";"Zamona Ra`no/Узбекистан"
"1828";"02106003001288060";;"Фиточай Желчегонный 1г.№25";"72";"12042023";"1";;;;;;"22659";"22659";"23360";"23360";"01.04.2025";"БАД";"Zamona Ra`no/Узбекистан"
"1829";"02106003001288044";;"Фиточай Лактовит 1г.№25";"72";"12012024";"10";;;;;;"24976";"24976";"25749";"25749";"01.01.2026";"БАД";"Zamona Ra`no/Узбекистан"
"1830";"02106003001288014";;"Фиточай Мужская Сила.1г.№25";"72";"15022023";"20";;;;;;"24929";"24929";"25700";"25700";"01.02.2025";"БАД";"Zamona Ra`no/Узбекистан"
"1831";"02106005009056051";;"Фиточай Нефро.1г.№25";"105";"13072023";"9";;;;;;"22659";"22659";"23360";"23360";"01.07.2025";"БАД";"Zamona Ra`no/Узбекистан"
"1832";"02106005009056037";;"Фиточай Очищающий.1г.№25";"72";"15042024";"9";;;;;;"24929";"24929";"25700";"25700";"01.04.2026";"БАД";"Zamona Ra`no/Узбекистан"
"1833";"02106003001288011";;"Фиточай При усталости Глаз.1г.№25";"72";"15072024";"10";;;;;;"23542";"23542";"24270";"24270";"01.07.2026";"БАД";"Zamona Ra`no/Узбекистан"
"1834";"02106003001288043";;"Фиточай Слабитус.1г.№25";"105";"25032024";"10";;;;;;"24928";"24928";"25699";"25699";"01.03.2026";"БАД";"Zamona Ra`no/Узбекистан"
"1835";"02106003001288058";;"Фиточай Успокоительный.1г.№25";"72";"06022023";"1";;;;;;"22659";"22659";"23360";"23360";"01.02.2025";"БАД";"Zamona Ra`no/Узбекистан"
"1836";"02106005009056043";;"Фиточай Фитотонометр 1г.№25";"72";"12022024";"18";;;;;;"24928";"24928";"25699";"25699";"01.02.2026";"БАД";"Zamona Ra`no/Узбекистан"
"1837";"03004999065002001";;"Хвощ трава.1г.№25";"1";"03012024.";"8";;;;;;"14101";"14101";"14538";"14538";"01.01.2027";"НДС";"Zamona Ra`no/Узбекистан"
"1838";"03004999099001001";;"Череда трава 1г.№25";"105";"05122023";"6";;;;;;"17625";"17625";"18170";"18170";"01.12.2026";"НДС";"Zamona Ra`no/Узбекистан"
"1839";"02106005009056049";;"Шиповник(плоды).3г.№25";"32";"020323";"6";;;;;;"15204";"15204";"15674";"15674";"01.03.2025";"НДС";"Zamona Ra`no/Узбекистан"
"1840";"03004999098002011";;"Эрва шерстистая трава 50г.№1 (пол-пола)";"80";"010223";"5";;;;;;"16393";"16393";"16900";"16900";"01.11.2026";"НДС";"Zamona Ra`no/Узбекистан"
"1841";"A56024";;"Семена Тыквы 50гр №1";"32";"09012024";"3";;;;;;"21146";"21146";"21800";"21800";"01.01.2027";"БАД";"Zamona Ra`no/Узбекистан"
"Zentiva";;;;;;;;;;;;;;;;;;
"1842";"03004563002032001";;"Зодак капли д/приёма внутрь 10мг/мл 20мл";"40";"3KLC07DY";"32";;;;;;"52280";"52280";"53897";"53897";"01.10.2026";"НДС";"Zentiva/Чехия"
"1843";"03004188001004002";;"Лозап плюс таб. №30";"180";"3680622";"1477";;;;;;"51048";"51048";"52627";"52627";"01.05.2025";"НДС";"Zentiva/Чехия"
"1844";"03004187001033001";;"Лозап таб. 100мг №30";"180";"8T0013A";"31";;;;;;"52486";"52486";"54109";"54109";"01.04.2025";"НДС";"Zentiva/Чехия"
"1845";"03004187001033003";;"Лозап таб. 50мг №30";"180";"865043C";"307";;;;;;"48009";"48009";"49494";"49494";"01.04.2025";"НДС";"Zentiva/Чехия"
"ZHENSEN INTERNATIONAL PHARMACEUTICAL CO. LTD";;;;;;;;;;;;;;;;;;
"1846";"A58207";;"Нейтроназа таб.10мг №18";"1";"231201";"5";;;;;;"58229";"58229";"60030";"60030";"01.12.2026";"НДС";"ZHENSEN INTERNATIONAL PHARMACEUTICAL CO. LTD/Китай"
"Ziyo Nur Farm";;;;;;;;;;;;;;;;;;
"1847";"03004566012001001";"4780029021373";"Аммиак р-р 10% 10мл.";"280";"081223";"666";;;;;;"4412";"4412";"4549";"4549";"01.12.2025";"НДС";"Ziyo Nur Farm/Узбекистан"
"1848";"A12880";;"Борная кислота 10г";"100";"01072024";"360";;;;;;"657";"657";"677";"677";"01.07.2029";"БАД";"Ziyo Nur Farm/Узбекистан"
"1849";"A10571";;"Борная кислота с яичным порошком 10г";"100";"01042024";"1925";;;;;;"713";"713";"735";"735";"01.04.2026";"БАД";"Ziyo Nur Farm/Узбекистан"
"1850";"A14110";;"Детская присыпка ""Маша-Медведь"" 40г.№1 Череда";"50";"010524";"40";;;;;;"3463";"3463";"3570";"3570";"01.05.2026";"БАД";"Ziyo Nur Farm/Узбекистан"
"1851";"A16283";;"Масло сладкого миндаля 25мл";"60";"020724";"1";;;;;;"3518";"3518";"3627";"3627";"01.08.2026";"БАД";"Ziyo Nur Farm/Узбекистан"
"1852";"03004999118004002";;"Настойка пустырника 25мл№1";"120";"010524";"1";;;;;;"2899";"2899";"2989";"2989";"01.05.2026";"НДС";"Ziyo Nur Farm/Узбекистан"
